,image_path
7226,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009668_000.png
7227,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009668_001.png
7228,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009675_000.png
7229,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009679_000.png
7230,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009679_001.png
7231,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009681_000.png
7232,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009681_001.png
7233,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009686_000.png
7234,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009692_000.png
7235,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009693_000.png
7236,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009693_001.png
7237,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009693_002.png
7238,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009693_003.png
7239,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009695_000.png
7240,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009695_001.png
7241,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009698_000.png
7242,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009698_001.png
7243,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009698_002.png
7244,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009698_003.png
7245,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009698_004.png
7246,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009698_005.png
7247,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009703_000.png
7248,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009703_001.png
7249,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009703_002.png
7250,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009703_003.png
7251,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009703_004.png
7252,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009703_005.png
7253,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009704_000.png
7254,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009709_000.png
7255,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009709_001.png
7256,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009709_002.png
7257,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009709_003.png
7258,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009709_004.png
7259,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009709_005.png
7260,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009709_006.png
7261,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009709_007.png
7262,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009709_008.png
7263,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009709_009.png
7264,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009709_010.png
7265,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009709_011.png
7266,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009714_000.png
7267,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009722_000.png
7268,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009723_000.png
7269,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009723_001.png
7270,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009723_002.png
7271,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009723_003.png
7272,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009725_000.png
7273,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009728_000.png
7274,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009729_000.png
7275,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009729_001.png
7276,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009730_000.png
7277,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009730_001.png
7278,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009730_002.png
7279,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009730_003.png
7280,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009730_004.png
7281,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009730_005.png
7282,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009730_006.png
7283,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009730_007.png
7284,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009737_000.png
7285,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009737_001.png
7286,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009737_002.png
7287,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009739_000.png
7288,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009740_000.png
7289,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009740_001.png
7290,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009744_000.png
7291,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009749_000.png
7292,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009749_001.png
7293,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009749_002.png
7294,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009751_000.png
7295,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009751_001.png
7296,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009752_000.png
7297,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009752_001.png
7298,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009755_000.png
7299,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009755_001.png
7300,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009755_002.png
7301,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009755_003.png
7302,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009755_004.png
7303,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009755_005.png
7304,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009757_000.png
7305,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009763_000.png
7306,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009763_001.png
7307,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009764_000.png
7308,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009764_001.png
7309,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009764_002.png
7310,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009764_003.png
7311,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009764_004.png
7312,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009764_005.png
7313,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009764_006.png
7314,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009772_000.png
7315,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009777_000.png
7316,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009782_000.png
7317,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009782_001.png
7318,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009786_000.png
7319,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009786_001.png
7320,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009786_002.png
7321,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009788_000.png
7322,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009790_000.png
7323,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009797_000.png
7324,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009798_000.png
7325,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009798_001.png
7326,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009798_002.png
7327,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009798_003.png
7328,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009798_004.png
7329,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009798_005.png
7330,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009798_006.png
7331,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009798_007.png
7332,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009798_008.png
7333,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009798_009.png
7334,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009798_010.png
7335,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009798_011.png
7336,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009798_012.png
7337,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009798_013.png
7338,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009798_014.png
7339,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009798_015.png
7340,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009802_000.png
7341,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009802_001.png
7342,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009804_000.png
7343,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009804_001.png
7344,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009808_000.png
7345,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009808_001.png
7346,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009808_002.png
7347,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009812_000.png
7348,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009812_001.png
7349,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009816_000.png
7350,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009824_000.png
7351,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009831_000.png
7352,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009836_000.png
7353,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009841_000.png
7354,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009842_000.png
7355,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009842_001.png
7356,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009842_002.png
7357,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009842_003.png
7358,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009842_004.png
7359,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009842_005.png
7360,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009842_006.png
7361,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009843_000.png
7362,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009843_001.png
7363,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009843_002.png
7364,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009846_000.png
7365,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009846_001.png
7366,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009846_002.png
7367,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009851_000.png
7368,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009851_001.png
7369,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009852_000.png
7370,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009856_000.png
7371,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009857_000.png
7372,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009867_000.png
7373,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009867_001.png
7374,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009867_002.png
7375,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009867_003.png
7376,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009867_004.png
7377,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009867_005.png
7378,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009867_006.png
7379,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009867_007.png
7380,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009867_008.png
7381,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009867_009.png
7382,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009867_010.png
7383,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009867_011.png
7384,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009867_012.png
7385,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009867_013.png
7386,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009867_014.png
7387,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009867_015.png
7388,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009871_000.png
7389,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009876_000.png
7390,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009876_001.png
7391,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009876_002.png
7392,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009876_003.png
7393,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009876_004.png
7394,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009880_000.png
7395,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009887_000.png
7396,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009893_000.png
7397,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009893_001.png
7398,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009893_002.png
7399,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009897_000.png
7400,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009902_000.png
7401,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009907_000.png
7402,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009907_001.png
7403,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009912_000.png
7404,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009912_001.png
7405,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009912_002.png
7406,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009912_003.png
7407,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009912_004.png
7408,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009912_005.png
7409,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009912_006.png
7410,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009912_007.png
7411,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009912_008.png
7412,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009918_000.png
7413,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009918_001.png
7414,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009918_002.png
7415,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009918_003.png
7416,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009918_004.png
7417,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009918_005.png
7418,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009918_006.png
7419,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009918_007.png
7420,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009921_000.png
7421,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009922_000.png
7422,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009927_000.png
7423,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009927_001.png
7424,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009932_000.png
7425,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009932_001.png
7426,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009932_002.png
7427,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009932_003.png
7428,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009932_004.png
7429,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009932_005.png
7430,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009932_006.png
7431,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009932_007.png
7432,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009932_008.png
7433,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009933_000.png
7434,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009935_000.png
7435,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009935_001.png
7436,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009935_002.png
7437,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009939_000.png
7438,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009941_000.png
7439,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009946_000.png
7440,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009951_000.png
7441,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009951_001.png
7442,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009951_002.png
7443,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009951_003.png
7444,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009955_000.png
7445,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009955_001.png
7446,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009955_002.png
7447,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009955_003.png
7448,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009955_004.png
7449,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009955_005.png
7450,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009955_006.png
7451,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009956_000.png
7452,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009959_000.png
7453,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009959_001.png
7454,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009959_002.png
7455,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009959_003.png
7456,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009959_004.png
7457,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009959_005.png
7458,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009959_006.png
7459,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009959_007.png
7460,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009959_008.png
7461,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009959_009.png
7462,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009959_010.png
7463,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009960_000.png
7464,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009960_001.png
7465,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009960_002.png
7466,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009960_003.png
7467,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009963_000.png
7468,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009963_001.png
7469,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009963_002.png
7470,C:\Users\reala\.cache\kagglehub\datasets\nih-chest-xrays\data\versions\3\images_005\images\00009963_003.png
